Key,Value/CheatCode,Value/CheatEffect,Value/Option1,Value/Option2
MaxDiscountCard,MaxDiscountCard,EPBCheatCommandType::AddItem,DiscountCard,999
MaxBookofstiffness,MaxBookofstiffness,EPBCheatCommandType::AddItem,Bookofstiffness,999
MaxAbookofwisemen,MaxAbookofwisemen,EPBCheatCommandType::AddItem,Abookofwisemen,999
MaxGuardiansBook,MaxGuardiansBook,EPBCheatCommandType::AddItem,GuardiansBook,999
MaxBookoffaith,MaxBookoffaith,EPBCheatCommandType::AddItem,Bookoffaith,999
MaxBookofFortune,MaxBookofFortune,EPBCheatCommandType::AddItem,BookofFortune,999
MaxBookofFury,MaxBookofFury,EPBCheatCommandType::AddItem,BookofFury,999
MaxBookofwinter,MaxBookofwinter,EPBCheatCommandType::AddItem,Bookofwinter,999
MaxHeatresistantbook,MaxHeatresistantbook,EPBCheatCommandType::AddItem,Heatresistantbook,999
MaxLightningProtectionBook,MaxLightningProtectionBook,EPBCheatCommandType::AddItem,LightningProtectionBook,999
MaxBookoflatency,MaxBookoflatency,EPBCheatCommandType::AddItem,Bookoflatency,999
MaxShadingBook,MaxShadingBook,EPBCheatCommandType::AddItem,ShadingBook,999
MaxBookoffossilstone,MaxBookoffossilstone,EPBCheatCommandType::AddItem,Bookoffossilstone,999
MaxBookofdetoxification,MaxBookofdetoxification,EPBCheatCommandType::AddItem,Bookofdetoxification,999
MaxTheBookofMonster,MaxTheBookofMonster,EPBCheatCommandType::AddItem,TheBookofMonster,999
MaxBookoftheMighty,MaxBookoftheMighty,EPBCheatCommandType::AddItem,BookoftheMighty,999
MaxAbookofthegale,MaxAbookofthegale,EPBCheatCommandType::AddItem,Abookofthegale,999
MaxBookofTactics,MaxBookofTactics,EPBCheatCommandType::AddItem,BookofTactics,999
MaxBookofexercise,MaxBookofexercise,EPBCheatCommandType::AddItem,Bookofexercise,999
MaxBookofthechampion,MaxBookofthechampion,EPBCheatCommandType::AddItem,Bookofthechampion,999
MaxBookofthefollower,MaxBookofthefollower,EPBCheatCommandType::AddItem,Bookofthefollower,999
MaxBookofDevils,MaxBookofDevils,EPBCheatCommandType::AddItem,BookofDevils,999
MaxBullet_Defaultbullet,MaxBullet_Defaultbullet,EPBCheatCommandType::AddItem,Bullet_Defaultbullet,999
MaxSoftpoint,MaxSoftpoint,EPBCheatCommandType::AddItem,Softpoint,999
MaxHollowpoint,MaxHollowpoint,EPBCheatCommandType::AddItem,Hollowpoint,999
MaxArmorPiercing,MaxArmorPiercing,EPBCheatCommandType::AddItem,ArmorPiercing,999
MaxFirebullet,MaxFirebullet,EPBCheatCommandType::AddItem,Firebullet,999
MaxIcebullet,MaxIcebullet,EPBCheatCommandType::AddItem,Icebullet,999
MaxThunderRounds,MaxThunderRounds,EPBCheatCommandType::AddItem,ThunderRounds,999
MaxSilverBullets,MaxSilverBullets,EPBCheatCommandType::AddItem,SilverBullets,999
MaxWeaponbaneRounds,MaxWeaponbaneRounds,EPBCheatCommandType::AddItem,WeaponbaneRounds,999
MaxShieldbaneRounds,MaxShieldbaneRounds,EPBCheatCommandType::AddItem,ShieldbaneRounds,999
MaxPoisonRounds,MaxPoisonRounds,EPBCheatCommandType::AddItem,PoisonRounds,999
MaxPetrifyingRounds,MaxPetrifyingRounds,EPBCheatCommandType::AddItem,PetrifyingRounds,999
MaxCurseRounds,MaxCurseRounds,EPBCheatCommandType::AddItem,CurseRounds,999
MaxShotshell,MaxShotshell,EPBCheatCommandType::AddItem,Shotshell,999
MaxCriticalBullet,MaxCriticalBullet,EPBCheatCommandType::AddItem,CriticalBullet,999
MaxDiamondBullets,MaxDiamondBullets,EPBCheatCommandType::AddItem,DiamondBullets,999
MaxRecklesslimb,MaxRecklesslimb,EPBCheatCommandType::AddItem,Recklesslimb,999
MaxSharpRazor,MaxSharpRazor,EPBCheatCommandType::AddItem,SharpRazor,999
MaxDevilBookPaperStrip,MaxDevilBookPaperStrip,EPBCheatCommandType::AddItem,DevilBookPaperStrip,999
MaxdeathBringerDebris,MaxdeathBringerDebris,EPBCheatCommandType::AddItem,deathBringerDebris,999
MaxMimicchairdebris,MaxMimicchairdebris,EPBCheatCommandType::AddItem,Mimicchairdebris,999
MaxMonsterBirdTears,MaxMonsterBirdTears,EPBCheatCommandType::AddItem,MonsterBirdTears,999
MaxCyhyraethtear,MaxCyhyraethtear,EPBCheatCommandType::AddItem,Cyhyraethtear,999
MaxLamastutear,MaxLamastutear,EPBCheatCommandType::AddItem,Lamastutear,999
MaxGiantratteeth,MaxGiantratteeth,EPBCheatCommandType::AddItem,Giantratteeth,999
MaxBatfang,MaxBatfang,EPBCheatCommandType::AddItem,Batfang,999
MaxDemonDogFang,MaxDemonDogFang,EPBCheatCommandType::AddItem,DemonDogFang,999
MaxIvory,MaxIvory,EPBCheatCommandType::AddItem,Ivory,999
MaxDevilsfang,MaxDevilsfang,EPBCheatCommandType::AddItem,Devilsfang,999
MaxGusionfang,MaxGusionfang,EPBCheatCommandType::AddItem,Gusionfang,999
MaxMarbasfang,MaxMarbasfang,EPBCheatCommandType::AddItem,Marbasfang,999
MaxGieremundfang,MaxGieremundfang,EPBCheatCommandType::AddItem,Gieremundfang,999
MaxWolfclaw,MaxWolfclaw,EPBCheatCommandType::AddItem,Wolfclaw,999
MaxDragonclaw,MaxDragonclaw,EPBCheatCommandType::AddItem,Dragonclaw,999
MaxApenail,MaxApenail,EPBCheatCommandType::AddItem,Apenail,999
MaxChicomecoatlhorn,MaxChicomecoatlhorn,EPBCheatCommandType::AddItem,Chicomecoatlhorn,999
MaxGaaphorn,MaxGaaphorn,EPBCheatCommandType::AddItem,Gaaphorn,999
MaxGamiginhoof,MaxGamiginhoof,EPBCheatCommandType::AddItem,Gamiginhoof,999
MaxGlashtynhoof,MaxGlashtynhoof,EPBCheatCommandType::AddItem,Glashtynhoof,999
MaxMeltedBone,MaxMeltedBone,EPBCheatCommandType::AddItem,MeltedBone,999
MaxDragonbone,MaxDragonbone,EPBCheatCommandType::AddItem,Dragonbone,999
MaxKnightbone,MaxKnightbone,EPBCheatCommandType::AddItem,Knightbone,999
MaxBloodybone,MaxBloodybone,EPBCheatCommandType::AddItem,Bloodybone,999
MaxMeltingSkull,MaxMeltingSkull,EPBCheatCommandType::AddItem,MeltingSkull,999
MaxJeneralskull,MaxJeneralskull,EPBCheatCommandType::AddItem,Jeneralskull,999
MaxWarriorskull,MaxWarriorskull,EPBCheatCommandType::AddItem,Warriorskull,999
MaxBloodyskull,MaxBloodyskull,EPBCheatCommandType::AddItem,Bloodyskull,999
MaxMimicshell,MaxMimicshell,EPBCheatCommandType::AddItem,Mimicshell,999
MaxDethtrapshell,MaxDethtrapshell,EPBCheatCommandType::AddItem,Dethtrapshell,999
MaxCannonDebris,MaxCannonDebris,EPBCheatCommandType::AddItem,CannonDebris,999
MaxGargoyledebris,MaxGargoyledebris,EPBCheatCommandType::AddItem,Gargoyledebris,999
MaxGamiginhair,MaxGamiginhair,EPBCheatCommandType::AddItem,Gamiginhair,999
MaxGlashtynhair,MaxGlashtynhair,EPBCheatCommandType::AddItem,Glashtynhair,999
MaxManeLion,MaxManeLion,EPBCheatCommandType::AddItem,ManeLion,999
MaxMarbasmane,MaxMarbasmane,EPBCheatCommandType::AddItem,Marbasmane,999
MaxMonsterBirdHair,MaxMonsterBirdHair,EPBCheatCommandType::AddItem,MonsterBirdHair,999
MaxThunderbirdFeathers,MaxThunderbirdFeathers,EPBCheatCommandType::AddItem,ThunderbirdFeathers,999
MaxWindFeathers,MaxWindFeathers,EPBCheatCommandType::AddItem,WindFeathers,999
MaxHaagentifeather,MaxHaagentifeather,EPBCheatCommandType::AddItem,Haagentifeather,999
MaxBatFeather,MaxBatFeather,EPBCheatCommandType::AddItem,BatFeather,999
MaxToadwing,MaxToadwing,EPBCheatCommandType::AddItem,Toadwing,999
MaxGaapwing,MaxGaapwing,EPBCheatCommandType::AddItem,Gaapwing,999
MaxGiantrattail,MaxGiantrattail,EPBCheatCommandType::AddItem,Giantrattail,999
MaxDevilRoyalTail,MaxDevilRoyalTail,EPBCheatCommandType::AddItem,DevilRoyalTail,999
MaxLilimtail,MaxLilimtail,EPBCheatCommandType::AddItem,Lilimtail,999
MaxLamastutail,MaxLamastutail,EPBCheatCommandType::AddItem,Lamastutail,999
MaxLilimear,MaxLilimear,EPBCheatCommandType::AddItem,Lilimear,999
MaxDineseawing,MaxDineseawing,EPBCheatCommandType::AddItem,Dineseawing,999
MaxTytaniawing,MaxTytaniawing,EPBCheatCommandType::AddItem,Tytaniawing,999
MaxFairyPowder,MaxFairyPowder,EPBCheatCommandType::AddItem,FairyPowder,999
MaxTytaniaPoisonedNeedle,MaxTytaniaPoisonedNeedle,EPBCheatCommandType::AddItem,TytaniaPoisonedNeedle,999
MaxDragonscales,MaxDragonscales,EPBCheatCommandType::AddItem,Dragonscales,999
MaxAbyssguardianbastard,MaxAbyssguardianbastard,EPBCheatCommandType::AddItem,Abyssguardianbastard,999
MaxDemonCloth,MaxDemonCloth,EPBCheatCommandType::AddItem,DemonCloth,999
MaxAssasincloth,MaxAssasincloth,EPBCheatCommandType::AddItem,Assasincloth,999
MaxLerajecloth,MaxLerajecloth,EPBCheatCommandType::AddItem,Lerajecloth,999
MaxNinjacloth,MaxNinjacloth,EPBCheatCommandType::AddItem,Ninjacloth,999
MaxDemonDogSkin,MaxDemonDogSkin,EPBCheatCommandType::AddItem,DemonDogSkin,999
MaxMonkeyFur,MaxMonkeyFur,EPBCheatCommandType::AddItem,MonkeyFur,999
MaxBuerfur,MaxBuerfur,EPBCheatCommandType::AddItem,Buerfur,999
MaxWolfmanfur,MaxWolfmanfur,EPBCheatCommandType::AddItem,Wolfmanfur,999
MaxDecarabialeather,MaxDecarabialeather,EPBCheatCommandType::AddItem,Decarabialeather,999
MaxDevilBookLeather,MaxDevilBookLeather,EPBCheatCommandType::AddItem,DevilBookLeather,999
MaxDecimaleather,MaxDecimaleather,EPBCheatCommandType::AddItem,Decimaleather,999
MaxSilverwolffur,MaxSilverwolffur,EPBCheatCommandType::AddItem,Silverwolffur,999
MaxGusionfur,MaxGusionfur,EPBCheatCommandType::AddItem,Gusionfur,999
MaxPoisontoadeye,MaxPoisontoadeye,EPBCheatCommandType::AddItem,Poisontoadeye,999
MaxEvileye,MaxEvileye,EPBCheatCommandType::AddItem,Evileye,999
MaxSeekerEye,MaxSeekerEye,EPBCheatCommandType::AddItem,SeekerEye,999
MaxDevilRoyalEyeball,MaxDevilRoyalEyeball,EPBCheatCommandType::AddItem,DevilRoyalEyeball,999
MaxToadHeart,MaxToadHeart,EPBCheatCommandType::AddItem,ToadHeart,999
MaxBelialHeart,MaxBelialHeart,EPBCheatCommandType::AddItem,BelialHeart,999
MaxEligosHeart,MaxEligosHeart,EPBCheatCommandType::AddItem,EligosHeart,999
MaxAbyssguardianHeart,MaxAbyssguardianHeart,EPBCheatCommandType::AddItem,AbyssguardianHeart,999
MaxMurmurHeart,MaxMurmurHeart,EPBCheatCommandType::AddItem,MurmurHeart,999
MaxToadfluid,MaxToadfluid,EPBCheatCommandType::AddItem,Toadfluid,999
MaxMisteriousfluid,MaxMisteriousfluid,EPBCheatCommandType::AddItem,Misteriousfluid,999
MaxSwingTentacle,MaxSwingTentacle,EPBCheatCommandType::AddItem,SwingTentacle,999
MaxBloodsteel,MaxBloodsteel,EPBCheatCommandType::AddItem,Bloodsteel,999
MaxCeruleansplash,MaxCeruleansplash,EPBCheatCommandType::AddItem,Ceruleansplash,999
MaxRaginggirl,MaxRaginggirl,EPBCheatCommandType::AddItem,Raginggirl,999
MaxHeadfail,MaxHeadfail,EPBCheatCommandType::AddItem,Headfail,999
MaxSummonAme,MaxSummonAme,EPBCheatCommandType::AddItem,SummonAme,999
MaxSummonButt,MaxSummonButt,EPBCheatCommandType::AddItem,SummonButt,999
MaxSummonApe,MaxSummonApe,EPBCheatCommandType::AddItem,SummonApe,999
MaxSummonGilemund,MaxSummonGilemund,EPBCheatCommandType::AddItem,SummonGilemund,999
MaxShovelshooter,MaxShovelshooter,EPBCheatCommandType::AddItem,Shovelshooter,999
MaxSamonSamHiggin,MaxSamonSamHiggin,EPBCheatCommandType::AddItem,SamonSamHiggin,999
MaxSummonBuell,MaxSummonBuell,EPBCheatCommandType::AddItem,SummonBuell,999
MaxSummonBugs,MaxSummonBugs,EPBCheatCommandType::AddItem,SummonBugs,999
MaxSummonChair,MaxSummonChair,EPBCheatCommandType::AddItem,SummonChair,999
MaxSummonTracer,MaxSummonTracer,EPBCheatCommandType::AddItem,SummonTracer,999
MaxHiddenDart,MaxHiddenDart,EPBCheatCommandType::AddItem,HiddenDart,999
MaxRapidSpear,MaxRapidSpear,EPBCheatCommandType::AddItem,RapidSpear,999
MaxDeadhowling,MaxDeadhowling,EPBCheatCommandType::AddItem,Deadhowling,999
MaxDragonicRage,MaxDragonicRage,EPBCheatCommandType::AddItem,DragonicRage,999
MaxAxStrike,MaxAxStrike,EPBCheatCommandType::AddItem,AxStrike,999
MaxGratefulAssist,MaxGratefulAssist,EPBCheatCommandType::AddItem,GratefulAssist,999
MaxUpbeatheat,MaxUpbeatheat,EPBCheatCommandType::AddItem,Upbeatheat,999
MaxToxicstorm,MaxToxicstorm,EPBCheatCommandType::AddItem,Toxicstorm,999
MaxThrowAxe,MaxThrowAxe,EPBCheatCommandType::AddItem,ThrowAxe,999
MaxEntangleBind,MaxEntangleBind,EPBCheatCommandType::AddItem,EntangleBind,999
MaxJackpot,MaxJackpot,EPBCheatCommandType::AddItem,Jackpot,999
MaxLigaStreyma,MaxLigaStreyma,EPBCheatCommandType::AddItem,LigaStreyma,999
MaxVaIsha,MaxVaIsha,EPBCheatCommandType::AddItem,VaIsha,999
MaxVaSka,MaxVaSka,EPBCheatCommandType::AddItem,VaSka,999
MaxTepsSalenda,MaxTepsSalenda,EPBCheatCommandType::AddItem,TepsSalenda,999
MaxTissLeif,MaxTissLeif,EPBCheatCommandType::AddItem,TissLeif,999
MaxNeverSatisfied,MaxNeverSatisfied,EPBCheatCommandType::AddItem,NeverSatisfied,999
MaxZombie8Bit,MaxZombie8Bit,EPBCheatCommandType::AddItem,Zombie8Bit,999
MaxGhost8Bit,MaxGhost8Bit,EPBCheatCommandType::AddItem,Ghost8Bit,999
MaxNightmare8Bit,MaxNightmare8Bit,EPBCheatCommandType::AddItem,Nightmare8Bit,999
MaxHellHound,MaxHellHound,EPBCheatCommandType::AddItem,HellHound,999
MaxSummonRat,MaxSummonRat,EPBCheatCommandType::AddItem,SummonRat,999
MaxDemoniccapture,MaxDemoniccapture,EPBCheatCommandType::AddItem,Demoniccapture,999
MaxShadowtracer,MaxShadowtracer,EPBCheatCommandType::AddItem,Shadowtracer,999
MaxAccelWorld,MaxAccelWorld,EPBCheatCommandType::AddItem,AccelWorld,999
MaxAccelerator,MaxAccelerator,EPBCheatCommandType::AddItem,Accelerator,999
MaxBeastguard,MaxBeastguard,EPBCheatCommandType::AddItem,Beastguard,999
MaxWildScratch,MaxWildScratch,EPBCheatCommandType::AddItem,WildScratch,999
MaxHealing,MaxHealing,EPBCheatCommandType::AddItem,Healing,999
MaxSacredshade,MaxSacredshade,EPBCheatCommandType::AddItem,Sacredshade,999
MaxChangeBunny,MaxChangeBunny,EPBCheatCommandType::AddItem,ChangeBunny,999
MaxReflectionray,MaxReflectionray,EPBCheatCommandType::AddItem,Reflectionray,999
MaxAquastream,MaxAquastream,EPBCheatCommandType::AddItem,Aquastream,999
MaxDimensionshift,MaxDimensionshift,EPBCheatCommandType::AddItem,Dimensionshift,999
MaxInfernoBrace,MaxInfernoBrace,EPBCheatCommandType::AddItem,InfernoBrace,999
MaxHammerknuckle,MaxHammerknuckle,EPBCheatCommandType::AddItem,Hammerknuckle,999
MaxGoldBarrett,MaxGoldBarrett,EPBCheatCommandType::AddItem,GoldBarrett,999
MaxFireCannon,MaxFireCannon,EPBCheatCommandType::AddItem,FireCannon,999
MaxBoonsLore,MaxBoonsLore,EPBCheatCommandType::AddItem,BoonsLore,999
MaxReleasetoade,MaxReleasetoade,EPBCheatCommandType::AddItem,Releasetoade,999
MaxStraightArrow,MaxStraightArrow,EPBCheatCommandType::AddItem,StraightArrow,999
MaxCircleRipper,MaxCircleRipper,EPBCheatCommandType::AddItem,CircleRipper,999
MaxShootingDagger,MaxShootingDagger,EPBCheatCommandType::AddItem,ShootingDagger,999
MaxVoidlay,MaxVoidlay,EPBCheatCommandType::AddItem,Voidlay,999
MaxChaseArrow,MaxChaseArrow,EPBCheatCommandType::AddItem,ChaseArrow,999
MaxCurseDray,MaxCurseDray,EPBCheatCommandType::AddItem,CurseDray,999
MaxPetrey,MaxPetrey,EPBCheatCommandType::AddItem,Petrey,999
MaxAcidgouache,MaxAcidgouache,EPBCheatCommandType::AddItem,Acidgouache,999
MaxPetraBless,MaxPetraBless,EPBCheatCommandType::AddItem,PetraBless,999
MaxVenomsmog,MaxVenomsmog,EPBCheatCommandType::AddItem,Venomsmog,999
MaxHelleTicalGrinder,MaxHelleTicalGrinder,EPBCheatCommandType::AddItem,HelleTicalGrinder,999
MaxChiselbalage,MaxChiselbalage,EPBCheatCommandType::AddItem,Chiselbalage,999
MaxBaudRideBlast,MaxBaudRideBlast,EPBCheatCommandType::AddItem,BaudRideBlast,999
MaxTornadoslicer,MaxTornadoslicer,EPBCheatCommandType::AddItem,Tornadoslicer,999
MaxAimingshield,MaxAimingshield,EPBCheatCommandType::AddItem,Aimingshield,999
MaxRuinBeak,MaxRuinBeak,EPBCheatCommandType::AddItem,RuinBeak,999
MaxLigaDoin,MaxLigaDoin,EPBCheatCommandType::AddItem,LigaDoin,999
MaxTepesOsius,MaxTepesOsius,EPBCheatCommandType::AddItem,TepesOsius,999
MaxTissRosain,MaxTissRosain,EPBCheatCommandType::AddItem,TissRosain,999
MaxFoldShiu,MaxFoldShiu,EPBCheatCommandType::AddItem,FoldShiu,999
MaxFoldingTurb,MaxFoldingTurb,EPBCheatCommandType::AddItem,FoldingTurb,999
MaxFireThrower,MaxFireThrower,EPBCheatCommandType::AddItem,FireThrower,999
MaxSummonYorkton,MaxSummonYorkton,EPBCheatCommandType::AddItem,SummonYorkton,999
MaxEightBitFire,MaxEightBitFire,EPBCheatCommandType::AddItem,EightBitFire,999
MaxKnifeMastery,MaxKnifeMastery,EPBCheatCommandType::AddItem,KnifeMastery,999
MaxSwordMastery,MaxSwordMastery,EPBCheatCommandType::AddItem,SwordMastery,999
MaxWhipMastery,MaxWhipMastery,EPBCheatCommandType::AddItem,WhipMastery,999
MaxCraftMastery,MaxCraftMastery,EPBCheatCommandType::AddItem,CraftMastery,999
MaxKickMastery,MaxKickMastery,EPBCheatCommandType::AddItem,KickMastery,999
MaxSpearMastery,MaxSpearMastery,EPBCheatCommandType::AddItem,SpearMastery,999
MaxGunMastery,MaxGunMastery,EPBCheatCommandType::AddItem,GunMastery,999
MaxGreatSwordMastery,MaxGreatSwordMastery,EPBCheatCommandType::AddItem,GreatSwordMastery,999
MaxJapanSwordMastery,MaxJapanSwordMastery,EPBCheatCommandType::AddItem,JapanSwordMastery,999
MaxSTREnhance,MaxSTREnhance,EPBCheatCommandType::AddItem,STREnhance,999
MaxCONEnhance,MaxCONEnhance,EPBCheatCommandType::AddItem,CONEnhance,999
MaxINTEnhance,MaxINTEnhance,EPBCheatCommandType::AddItem,INTEnhance,999
MaxMNDEnhance,MaxMNDEnhance,EPBCheatCommandType::AddItem,MNDEnhance,999
MaxLUKEnhance,MaxLUKEnhance,EPBCheatCommandType::AddItem,LUKEnhance,999
MaxEnhancedGOLD,MaxEnhancedGOLD,EPBCheatCommandType::AddItem,EnhancedGOLD,999
MaxResistedge,MaxResistedge,EPBCheatCommandType::AddItem,Resistedge,999
MaxResistthrust,MaxResistthrust,EPBCheatCommandType::AddItem,Resistthrust,999
MaxResistBrow,MaxResistBrow,EPBCheatCommandType::AddItem,ResistBrow,999
MaxResistFire,MaxResistFire,EPBCheatCommandType::AddItem,ResistFire,999
MaxResistice,MaxResistice,EPBCheatCommandType::AddItem,Resistice,999
MaxResistThunder,MaxResistThunder,EPBCheatCommandType::AddItem,ResistThunder,999
MaxResistdark,MaxResistdark,EPBCheatCommandType::AddItem,Resistdark,999
MaxResistHorley,MaxResistHorley,EPBCheatCommandType::AddItem,ResistHorley,999
MaxResistmagic,MaxResistmagic,EPBCheatCommandType::AddItem,Resistmagic,999
MaxResistPoison,MaxResistPoison,EPBCheatCommandType::AddItem,ResistPoison,999
MaxResistcurse,MaxResistcurse,EPBCheatCommandType::AddItem,Resistcurse,999
MaxResistPetri,MaxResistPetri,EPBCheatCommandType::AddItem,ResistPetri,999
Maxoptimizer,Maxoptimizer,EPBCheatCommandType::AddItem,optimizer,999
MaxDetectiveeye,MaxDetectiveeye,EPBCheatCommandType::AddItem,Detectiveeye,999
MaxSubmariner,MaxSubmariner,EPBCheatCommandType::AddItem,Submariner,999
MaxRedDowther,MaxRedDowther,EPBCheatCommandType::AddItem,RedDowther,999
MaxLuckyDrop,MaxLuckyDrop,EPBCheatCommandType::AddItem,LuckyDrop,999
MaxWisdomwords,MaxWisdomwords,EPBCheatCommandType::AddItem,Wisdomwords,999
MaxRegeneration,MaxRegeneration,EPBCheatCommandType::AddItem,Regeneration,999
MaxMoneyispower,MaxMoneyispower,EPBCheatCommandType::AddItem,Moneyispower,999
Maxdrain,Maxdrain,EPBCheatCommandType::AddItem,drain,999
MaxFamiliaSilverKnight,MaxFamiliaSilverKnight,EPBCheatCommandType::AddItem,FamiliaSilverKnight,999
MaxFamiliaCarabos,MaxFamiliaCarabos,EPBCheatCommandType::AddItem,FamiliaCarabos,999
MaxSummonDurahanMaHead,MaxSummonDurahanMaHead,EPBCheatCommandType::AddItem,SummonDurahanMaHead,999
MaxFamiliaBuell,MaxFamiliaBuell,EPBCheatCommandType::AddItem,FamiliaBuell,999
MaxFamiliaDantalion,MaxFamiliaDantalion,EPBCheatCommandType::AddItem,FamiliaDantalion,999
MaxFamiliaBradBringer,MaxFamiliaBradBringer,EPBCheatCommandType::AddItem,FamiliaBradBringer,999
MaxDoublejump,MaxDoublejump,EPBCheatCommandType::AddItem,Doublejump,999
MaxInvert,MaxInvert,EPBCheatCommandType::AddItem,Invert,999
MaxDeepsinker,MaxDeepsinker,EPBCheatCommandType::AddItem,Deepsinker,999
MaxHighJump,MaxHighJump,EPBCheatCommandType::AddItem,HighJump,999
MaxShortcut,MaxShortcut,EPBCheatCommandType::AddItem,Shortcut,999
MaxSkilledSTREnhance,MaxSkilledSTREnhance,EPBCheatCommandType::AddItem,SkilledSTREnhance,999
MaxSkilledCONEnhance,MaxSkilledCONEnhance,EPBCheatCommandType::AddItem,SkilledCONEnhance,999
MaxSkilledINTEnhance,MaxSkilledINTEnhance,EPBCheatCommandType::AddItem,SkilledINTEnhance,999
MaxSkilledMNDEnhance,MaxSkilledMNDEnhance,EPBCheatCommandType::AddItem,SkilledMNDEnhance,999
MaxSkilledLUKEnhance,MaxSkilledLUKEnhance,EPBCheatCommandType::AddItem,SkilledLUKEnhance,999
MaxSkilledEnhancedGOLD,MaxSkilledEnhancedGOLD,EPBCheatCommandType::AddItem,SkilledEnhancedGOLD,999
MaxSkilledKickMastery,MaxSkilledKickMastery,EPBCheatCommandType::AddItem,SkilledKickMastery,999
MaxSkilledKnifeMastery,MaxSkilledKnifeMastery,EPBCheatCommandType::AddItem,SkilledKnifeMastery,999
MaxSkilledSwordMastery,MaxSkilledSwordMastery,EPBCheatCommandType::AddItem,SkilledSwordMastery,999
MaxSkilledSpearMastery,MaxSkilledSpearMastery,EPBCheatCommandType::AddItem,SkilledSpearMastery,999
MaxSkilledWhipMastery,MaxSkilledWhipMastery,EPBCheatCommandType::AddItem,SkilledWhipMastery,999
MaxSkilledGunMastery,MaxSkilledGunMastery,EPBCheatCommandType::AddItem,SkilledGunMastery,999
MaxSkilledGreatSwordMastery,MaxSkilledGreatSwordMastery,EPBCheatCommandType::AddItem,SkilledGreatSwordMastery,999
MaxSkilledJapanSwordMastery,MaxSkilledJapanSwordMastery,EPBCheatCommandType::AddItem,SkilledJapanSwordMastery,999
MaxSkilledCraftMastery,MaxSkilledCraftMastery,EPBCheatCommandType::AddItem,SkilledCraftMastery,999
MaxSkilledResistedge,MaxSkilledResistedge,EPBCheatCommandType::AddItem,SkilledResistedge,999
MaxSkilledResistthrust,MaxSkilledResistthrust,EPBCheatCommandType::AddItem,SkilledResistthrust,999
MaxSkilledResistBrow,MaxSkilledResistBrow,EPBCheatCommandType::AddItem,SkilledResistBrow,999
MaxSkilledResistFire,MaxSkilledResistFire,EPBCheatCommandType::AddItem,SkilledResistFire,999
MaxSkilledResistice,MaxSkilledResistice,EPBCheatCommandType::AddItem,SkilledResistice,999
MaxSkilledResistThunder,MaxSkilledResistThunder,EPBCheatCommandType::AddItem,SkilledResistThunder,999
MaxSkilledResistHorley,MaxSkilledResistHorley,EPBCheatCommandType::AddItem,SkilledResistHorley,999
MaxSkilledResistdark,MaxSkilledResistdark,EPBCheatCommandType::AddItem,SkilledResistdark,999
MaxSkilledResistPoison,MaxSkilledResistPoison,EPBCheatCommandType::AddItem,SkilledResistPoison,999
MaxSkilledResistcurse,MaxSkilledResistcurse,EPBCheatCommandType::AddItem,SkilledResistcurse,999
MaxSkilledResistPetri,MaxSkilledResistPetri,EPBCheatCommandType::AddItem,SkilledResistPetri,999
MaxSkilledResistmagic,MaxSkilledResistmagic,EPBCheatCommandType::AddItem,SkilledResistmagic,999
MaxSkilledMoneyispower,MaxSkilledMoneyispower,EPBCheatCommandType::AddItem,SkilledMoneyispower,999
MaxSkilledRedDowther,MaxSkilledRedDowther,EPBCheatCommandType::AddItem,SkilledRedDowther,999
MaxSkilledLuckyDrop,MaxSkilledLuckyDrop,EPBCheatCommandType::AddItem,SkilledLuckyDrop,999
MaxSkilledoptimizer,MaxSkilledoptimizer,EPBCheatCommandType::AddItem,Skilledoptimizer,999
MaxSkilledWisdomwords,MaxSkilledWisdomwords,EPBCheatCommandType::AddItem,SkilledWisdomwords,999
MaxSkilledRegeneration,MaxSkilledRegeneration,EPBCheatCommandType::AddItem,SkilledRegeneration,999
MaxSkilledSubmariner,MaxSkilledSubmariner,EPBCheatCommandType::AddItem,SkilledSubmariner,999
